datetime,total,total_tcp,total_http,total_udp,size,size_tcp,size_http,size_udp
1332416100,22456,5350,9769,7337,9734,6106,1507,2121
1332416400,18486,9541,6032,2913,22199,5758,9555,6886
1332416700,15765,5529,4628,5608,17834,3656,5059,9119
1332417000,14778,7872,587,6319,18319,6624,9022,2673
1332417300,14068,6842,5789,1437,12901,1170,5835,5896
1332417600,20181,7285,6938,5958,7647,2754,825,4068
1332417900,9296,51,92,9153,11183,8839,2078,266
1332418200,14171,6747,2454,4970,14531,2160,3154,9217
1332418500,13912,229,5767,7916,9550,1455,3017,5078
1332418800,11907,125,7082,4700,10194,172,7441,2581
1332419100,8682,5261,3345,76,19285,4746,8436,6103
1332419400,10703,206,6737,3760,15092,8971,4793,1328
1332419700,20486,3749,7486,9251,13980,3158,1109,9713
1332420000,10878,4031,2105,4742,14196,5365,7151,1680
1332420300,12598,1780,8377,2441,18547,6814,7096,4637
1332420600,17895,9903,3467,4525,19490,7285,7220,4985
1332420900,2864,402,489,1973,14864,7328,4195,3341
1332421200,15657,8542,657,6458,16605,8823,1670,6112
1332421500,15018,8009,6212,797,12597,1445,8575,2577
1332421800,14234,2319,3711,8204,17974,2169,7081,8724
1332422100,16278,7561,544,8173,20594,1771,9955,8868
1332422400,7794,595,2828,4371,18005,5739,6759,5507
1332422700,18716,8965,8180,1571,12167,5256,4810,2101
1332423000,18886,4364,5080,9442,11290,3490,6967,833
1332423300,13972,9193,2557,2222,3824,30,3082,712
1332423600,12944,2533,5872,4539,14289,3777,4480,6032
1332423900,16138,28,7795,8315,16953,8330,3067,5556
1332424200,4773,905,38,3830,10900,3941,1661,5298
1332424500,19273,3805,6487,8981,21548,8996,5478,7074
1332424800,17262,7872,556,8834,10544,760,3422,6362
1332425100,13637,3451,3443,6743,17683,9590,7282,811
1332425400,16359,8157,5545,2657,11517,4127,3249,4141
1332425700,6034,1017,1976,3041,13286,8806,826,3654
1332426000,10252,3064,6512,676,20038,3401,6728,9909
1332426300,17937,7236,9920,781,16729,3874,3424,9431
1332426600,20700,9670,4643,6387,10719,504,9857,358
1332426900,16290,2007,4613,9670,17075,5929,1382,9764
1332427200,22284,9643,6246,6395,13162,8634,1277,3251
1332427500,18047,6632,2114,9301,14937,5783,8181,973
1332427800,18584,7966,7794,2824,7264,5615,1150,499
1332428100,9258,901,5626,2731,6974,334,3651,2989
1332428400,19210,9029,8956,1225,18024,8026,9321,677
1332428700,15895,6630,808,8457,23703,9627,6017,8059
1332429000,21427,7989,4342,9096,6243,5090,181,972
1332429300,10632,2825,4481,3326,6602,2111,1577,2914
1332429600,6203,2221,1862,2120,10106,5168,4419,519
1332429900,14397,5284,2031,7082,7780,7255,163,362
1332430200,6646,1841,3113,1692,11672,6665,2279,2728
1332430500,22621,7604,8224,6793,14571,4910,9225,436
1332430800,19525,4480,7787,7258,5156,2428,2053,675
1332431100,16045,6340,707,8998,11650,9279,1294,1077
1332431400,14933,2265,2827,9841,20572,4347,6477,9748
1332431700,13721,3443,1385,8893,27035,9282,9627,8126
1332432000,13296,8567,2772,1957,10764,5098,5664,2
1332432300,6977,408,3934,2635,19339,8334,5691,5314
1332432600,24362,9400,7369,7593,26151,7558,9907,8686
1332432900,11716,3580,6358,1778,7611,1877,2058,3676
1332433200,24406,6885,9195,8326,17669,4943,7339,5387
1332433500,20408,4282,9840,6286,15408,8013,2083,5312
1332433800,17661,1112,6764,9785,16594,2912,6425,7257
1332434100,12868,6083,2826,3959,12558,2121,919,9518
1332434400,15675,3206,5898,6571,16297,3121,7582,5594
1332434700,8256,4424,2956,876,9114,5475,1788,1851
1332435000,19145,8380,6175,4590,10675,8451,2174,50
1332435300,14008,4692,6136,3180,16685,6507,8976,1202
1332435600,19901,6478,8932,4491,7673,1507,4856,1310
1332435900,12217,6971,692,4554,8306,3361,3531,1414
1332436200,5710,555,1082,4073,16044,3564,7038,5442
1332436500,16811,9158,5311,2342,19797,7079,8458,4260
1332436800,19596,9327,8849,1420,14552,3932,2330,8290
1332437100,12301,8806,1766,1729,23517,5195,8994,9328
1332437400,15444,5686,2888,6870,17990,9005,2988,5997
1332437700,12485,1394,2265,8826,10347,2672,809,6866
1332438000,16310,9857,6286,167,16749,6114,3284,7351
1332438300,15164,626,6429,8109,13442,6706,4049,2687
1332438600,16101,6909,4341,4851,6677,812,4777,1088
1332438900,22719,5318,7439,9962,22778,8221,6796,7761
1332439200,13217,3380,9081,756,19731,7235,7435,5061
1332439500,11282,5528,4464,1290,10635,516,1232,8887
1332439800,19595,1966,9935,7694,29021,9270,9969,9782
1332440100,24459,6165,9021,9273,17067,7132,3116,6819
1332440400,22323,5813,8780,7730,15482,5837,4557,5088
1332440700,7105,1480,2507,3118,13831,8125,3157,2549
1332441000,7702,2702,176,4824,9751,3060,943,5748
1332441300,16644,3280,4944,8420,8146,4362,2833,951
1332441600,9602,7253,2130,219,9376,152,9009,215
1332441900,13185,2842,3204,7139,16286,6114,8456,1716
1332442200,20851,9253,2463,9135,23556,8351,7571,7634
1332442500,17572,239,8134,9199,16761,5445,9625,1691
1332442800,12128,6190,800,5138,16668,1975,9384,5309
1332443100,9756,171,2442,7143,18954,3971,8214,6769
1332443400,12528,6788,5526,214,13156,7886,5157,113
1332443700,15649,6716,7514,1419,9920,662,1356,7902
1332444000,9629,4248,4688,693,9515,442,489,8584
1332444300,23323,9847,7277,6199,15229,3716,1620,9893
1332444600,10392,2345,1246,6801,9211,6246,674,2291
1332444900,13501,2912,4362,6227,9452,7102,1383,967
1332445200,17987,4734,8631,4622,11113,4962,2620,3531
1332445500,10659,1594,5012,4053,9899,3209,2386,4304
1332445800,5603,3441,1963,199,15187,4931,6255,4001
1332446100,11387,6527,1295,3565,13326,1343,8029,3954
1332446400,18876,6979,9515,2382,8114,3371,3403,1340
1332446700,14391,2685,9885,1821,20492,7692,8468,4332
1332447000,2835,806,1530,499,12666,3807,5059,3800
1332447300,9360,2828,232,6300,9921,7188,2344,389
1332447600,15351,3038,8820,3493,16481,3027,7260,6194
1332447900,19578,3300,9174,7104,18448,353,9818,8277
1332448200,19209,4663,8861,5685,16311,7054,3377,5880
1332448500,13543,7668,1230,4645,19719,7153,5213,7353
1332448800,22075,9468,4352,8255,11654,927,3034,7693
1332449100,17406,5106,9825,2475,12104,5448,287,6369
1332449400,11891,9579,1254,1058,10047,6758,1563,1726
1332449700,15319,1323,8784,5212,13838,5502,2436,5900
1332450000,17594,6687,9878,1029,12978,1013,7334,4631
1332450300,19169,7274,7275,4620,17680,9592,6389,1699
1332450600,8845,2644,3758,2443,9645,2145,2942,4558
1332450900,12717,943,5612,6162,20873,9686,5198,5989
1332451200,18168,6148,7326,4694,10583,2109,1193,7281
1332451500,18854,8724,1839,8291,10556,5058,4877,621
1332451800,14057,7283,4704,2070,11273,2677,7335,1261
1332452100,5534,2697,2481,356,19489,8144,2711,8634
1332452400,8926,109,3818,4999,26524,9891,9942,6691
1332452700,12073,4970,5875,1228,10459,4899,1314,4246
1332453000,16095,1126,6281,8688,20196,9310,6385,4501
1332453300,13290,7525,3085,2680,11840,5296,1276,5268
1332453600,21969,7442,8394,6133,13447,2486,7446,3515
1332453900,21704,3935,9012,8757,17079,4523,3595,8961
1332454200,19610,9494,301,9815,16324,4236,4999,7089
1332454500,21997,3834,9482,8681,22228,9959,5003,7266
1332454800,14973,5141,2276,7556,12649,3195,1229,8225
1332455100,12697,4751,5714,2232,13436,6017,5789,1630
1332455400,11902,7292,1880,2730,18532,4039,9951,4542
1332455700,14496,8143,1849,4504,9666,870,7223,1573
1332456000,16340,9037,1137,6166,8164,4047,3899,218
1332456300,10275,5763,2604,1908,4713,3896,781,36
1332456600,23818,4955,9375,9488,17368,7230,1471,8667
1332456900,18085,9609,4159,4317,21441,9954,3262,8225
1332457200,17609,542,8068,8999,13877,4186,3666,6025
1332457500,7168,3833,624,2711,17876,906,6974,9996
1332457800,12903,8314,1707,2882,12173,67,7236,4870
1332458100,19230,9800,3597,5833,16579,4486,4515,7578
1332458400,18614,8232,4440,5942,7340,3382,1826,2132
1332458700,24585,9292,7923,7370,17811,7761,1067,8983
1332459000,10907,3431,3398,4078,18178,8528,6857,2793
1332459300,11099,1123,2532,7444,11037,2924,7466,647
1332459600,18356,5635,5832,6889,10236,3409,95,6732
1332459900,17065,4739,3176,9150,9367,50,810,8507
1332460200,24447,8387,7340,8720,12867,6483,619,5765
1332460500,11104,50,3446,7608,18804,5606,5770,7428
1332460800,24693,9251,9954,5488,20158,5206,6934,8018
1332461100,11246,3978,5414,1854,27906,9224,9404,9278
1332461400,24363,9268,7925,7170,22078,9184,7182,5712
1332461700,8731,1822,1532,5377,12266,893,4283,7090
1332462000,14504,8577,612,5315,11073,5102,587,5384
1332462300,20260,3820,7849,8591,19967,9191,1813,8963
1332462600,13326,4499,3751,5076,14238,1742,9746,2750
1332462900,13997,1566,6663,5768,17847,7133,2824,7890
1332463200,22836,9976,6396,6464,20195,9443,8751,2001
1332463500,15323,8890,4571,1862,23009,7726,8757,6526
1332463800,24327,7355,9084,7888,8466,136,5589,2741
1332464100,14070,7010,1865,5195,20709,9304,9907,1498
1332464400,23043,6272,7390,9381,18095,7940,2110,8045
1332464700,18367,9999,7453,915,17018,497,9889,6632
1332465000,11362,6833,3920,609,20404,6034,6586,7784
1332465300,13394,9491,2388,1515,17254,6246,2009,8999
1332465600,11629,3014,585,8030,11729,1886,3297,6546
1332465900,12218,9894,1473,851,17356,3998,4506,8852
1332466200,14864,8344,5425,1095,5591,2125,3278,188
1332466500,1491,442,753,296,14860,6811,2302,5747
1332466800,8200,2830,3384,1986,18624,5797,5522,7305
1332467100,22674,5273,7721,9680,10276,2327,5127,2822
1332467400,11227,3308,5503,2416,23450,9600,4383,9467
1332467700,17967,915,8130,8922,18060,6597,9690,1773
1332468000,10628,1980,5580,3068,14829,4251,1357,9221
1332468300,14720,7677,4637,2406,13310,1073,6368,5869
1332468600,22589,6475,7931,8183,22751,4278,9701,8772
1332468900,8341,2451,2583,3307,14307,2903,6466,4938
1332469200,17649,3605,6785,7259,17553,5041,9456,3056
1332469500,14670,2625,2652,9393,3474,805,2053,616
1332469800,13732,5699,1197,6836,16981,9470,5071,2440
1332470100,12118,1004,6404,4710,15041,6081,1395,7565
1332470400,14713,8294,3735,2684,17842,5925,9135,2782
1332470700,7983,3320,4540,123,8268,1276,6582,410
1332471000,19313,5147,6872,7294,13059,8302,603,4154
1332471300,18065,4215,6053,7797,20109,8717,5947,5445
1332471600,15943,7393,4209,4341,8044,3291,2113,2640
1332471900,17602,4907,9435,3260,24885,9387,6531,8967
1332472200,9553,1470,6788,1295,17383,7908,449,9026
1332472500,11585,2583,1035,7967,13760,9795,1897,2068
1332472800,7844,2101,1924,3819,8057,34,6985,1038
1332473100,14245,6197,7577,471,25668,9620,9642,6406
1332473400,15737,928,6346,8463,15802,6168,9180,454
1332473700,11243,969,3820,6454,21136,7850,5367,7919
1332474000,18583,3669,5764,9150,13924,8795,2862,2267
1332474300,22100,7125,9268,5707,12709,3570,6965,2174
1332474600,7312,5349,1524,439,7884,7654,121,109
1332474900,15756,8228,6986,542,9987,5895,3651,441
1332475200,20598,4382,7187,9029,18067,3380,7558,7129
1332475500,14969,8026,4320,2623,18314,9790,4651,3873
1332475800,18165,7378,1578,9209,17342,4903,5508,6931
1332476100,6515,2976,1031,2508,22159,5563,7178,9418
1332476400,15015,8706,4212,2097,22162,7928,5820,8414
1332476700,11359,1454,4011,5894,20448,5782,7412,7254
1332477000,11714,1483,9499,732,20259,2602,7727,9930
1332477300,8815,5050,3215,550,13667,5368,5763,2536
1332477600,12126,6367,5519,240,14883,8671,2921,3291
1332477900,18102,7231,5853,5018,16757,3114,8196,5447
1332478200,10569,2369,2240,5960,19568,7848,5075,6645
1332478500,19303,9309,7338,2656,10402,2972,600,6830
1332478800,3054,2395,519,140,21915,9550,4669,7696
1332479100,10690,5479,2490,2721,18435,6760,8824,2851
1332479400,12184,4392,3236,4556,6492,529,354,5609
1332479700,16353,2160,8165,6028,25116,6950,9587,8579
1332480000,20546,2817,9263,8466,17118,7129,5103,4886
1332480300,19988,7672,7371,4945,10594,2179,4397,4018
1332480600,15378,8853,5850,675,24276,9913,8145,6218
1332480900,11547,4045,3971,3531,17546,7887,6193,3466
1332481200,13821,8605,2310,2906,10011,1580,4675,3756
1332481500,15629,6799,2408,6422,17223,6543,9206,1474
1332481800,19498,7575,2007,9916,10155,3808,5251,1096
1332482100,10735,4573,1695,4467,9279,1574,5841,1864
1332482400,12869,7706,35,5128,16013,6886,8915,212
1332482700,9034,1174,23,7837,17079,5419,3783,7877
1332483000,15722,4179,4763,6780,16027,3019,7599,5409
1332483300,18529,6897,2066,9566,13176,5121,3879,4176
1332483600,18246,7886,6444,3916,12427,1337,1817,9273
1332483900,19777,7496,3838,8443,22084,8853,6622,6609
1332484200,15735,9394,2576,3765,8836,3531,92,5213
1332484500,13298,7918,4558,822,18536,7033,1587,9916
1332484800,7556,4939,2374,243,15962,4843,1609,9510
1332485100,14192,4570,3916,5706,14988,759,5986,8243
1332485400,19271,3227,7274,8770,11870,4256,3354,4260
1332485700,22629,8275,9431,4923,6742,2897,2400,1445
1332486000,23833,7728,9018,7087,15185,3689,6666,4830
1332486300,12280,2792,5851,3637,18338,5878,7483,4977
1332486600,18449,9165,2712,6572,12992,1105,6146,5741
1332486900,13648,213,6595,6840,18559,7235,1639,9685
1332487200,15883,1436,9558,4889,22018,5512,8274,8232
1332487500,16076,5164,2226,8686,4781,474,769,3538
1332487800,10100,3837,5977,286,11437,365,4622,6450
1332488100,5341,287,2840,2214,11020,6657,205,4158
1332488400,18438,4353,6862,7223,18274,6169,7309,4796
1332488700,14488,3397,6057,5034,9586,3347,2507,3732
1332489000,13761,6435,90,7236,14362,3934,7426,3002
1332489300,13107,9334,1856,1917,11206,5419,2460,3327
1332489600,14537,6288,7332,917,12389,1078,4344,6967
1332489900,16249,4367,5298,6584,20537,4219,6605,9713
1332490200,20203,5290,8977,5936,19265,9491,547,9227
1332490500,6483,245,2585,3653,21630,7830,6335,7465
1332490800,22446,9721,5855,6870,19179,7968,9482,1729
1332491100,14201,4720,5342,4139,3414,295,1681,1438
1332491400,9174,4391,845,3938,18980,5687,7222,6071
1332491700,17708,7943,9089,676,12125,6271,4870,984
1332492000,12295,1617,3640,7038,17628,1015,9390,7223
1332492300,8912,1137,5432,2343,22862,8704,9220,4938
1332492600,10406,2586,3955,3865,18338,5376,8533,4429
1332492900,13690,7257,3666,2767,22444,9697,5355,7392
1332493200,11352,3515,6695,1142,21095,4487,9245,7363
1332493500,9282,162,2667,6453,11989,4152,4150,3687
1332493800,12446,3350,2487,6609,21123,9195,5414,6514
1332494100,13266,9,9705,3552,21907,7108,9828,4971
1332494400,13368,8477,3310,1581,18498,3147,6958,8393
1332494700,14884,5270,5685,3929,21395,8436,6220,6739
1332495000,24068,7901,6464,9703,19593,8630,3953,7010
1332495300,9690,1091,3271,5328,24849,9852,9743,5254
1332495600,18628,6019,8807,3802,16161,4662,2444,9055
1332495900,19697,5578,7703,6416,8432,4503,2431,1498
1332496200,17583,4632,7589,5362,13011,3135,7253,2623
1332496500,12119,9259,1700,1160,15268,6186,7511,1571
1332496800,16409,8641,1108,6660,17363,5765,3106,8492
1332497100,12724,1037,8096,3591,14268,6288,3202,4778
1332497400,21300,5965,6852,8483,7932,4028,2299,1605
1332497700,11673,3349,1320,7004,11861,5814,168,5879
1332498000,15608,4249,9699,1660,1920,81,1595,244
1332498300,15928,9788,6023,117,11932,4599,3564,3769
1332498600,21023,6867,4492,9664,23781,8157,6492,9132
1332498900,10584,4958,312,5314,11196,8710,323,2163
1332499200,19763,9931,4044,5788,20652,3324,8234,9094
1332499500,22097,4654,8736,8707,20412,9111,9597,1704
1332499800,24852,6685,8962,9205,19718,2123,9239,8356
1332500100,13727,4653,5369,3705,17798,5844,4763,7191
1332500400,18482,9514,8042,926,13248,7129,5829,290
1332500700,13558,2963,8812,1783,16830,3197,8555,5078
1332501000,17314,2838,4996,9480,11850,4629,4014,3207
1332501300,5659,1852,1558,2249,9065,676,3964,4425
1332501600,15165,2548,6001,6616,19969,9816,7145,3008
1332501900,15963,2964,5903,7096,9386,4782,3630,974
1332502200,10812,2479,2164,6169,21336,8058,6595,6683
1332502500,8065,1438,4956,1671,14441,8676,1673,4092
1332502800,14673,4325,3004,7344,23705,6482,9144,8079
1332503100,13885,2837,1416,9632,15321,9989,3219,2113
1332503400,12331,1298,8257,2776,17342,5776,9564,2002
1332503700,5169,2294,433,2442,5286,1600,735,2951
1332504000,9037,1920,5233,1884,12067,1701,5032,5334
1332504300,8923,3361,1191,4371,16921,3940,6314,6667
1332504600,21939,8605,7486,5848,11030,5267,3947,1816
1332504900,18301,6272,9395,2634,23217,8329,9352,5536
1332505200,23057,5556,8429,9072,20522,4104,9143,7275
1332505500,14317,5361,2276,6680,15238,692,5347,9199
1332505800,9210,63,2447,6700,22156,9860,5262,7034
1332506100,11972,3636,7099,1237,10628,2948,7611,69
1332506400,11334,4109,5120,2105,13673,1822,9933,1918
1332506700,14787,2583,2255,9949,16944,484,7300,9160
1332507000,26705,9339,7725,9641,7086,824,5074,1188
1332507300,17492,6735,2408,8349,21467,8774,4932,7761
1332507600,29001,9954,9739,9308,14755,7133,939,6683
1332507900,12870,3696,2221,6953,16871,9249,1327,6295
1332508200,20004,7445,5290,7269,11361,6028,2119,3214
1332508500,10373,3035,1148,6190,6021,3516,822,1683
1332508800,11304,3942,3085,4277,14671,4176,7713,2782
1332509100,18967,8819,2493,7655,12001,5162,6815,24
1332509400,23529,6980,9768,6781,14524,4820,9178,526
1332509700,12918,734,5155,7029,11177,6126,3416,1635
1332510000,20980,7203,4153,9624,19077,5158,6395,7524
1332510300,21347,6202,7437,7708,10247,6540,1440,2267
1332510600,18521,4158,8188,6175,11270,1784,6641,2845
1332510900,9688,2955,4153,2580,9924,4294,136,5494
1332511200,18029,8524,4026,5479,9731,8112,1296,323
1332511500,17674,2625,9752,5297,16078,1179,6552,8347
1332511800,14050,5372,395,8283,4688,2532,886,1270
1332512100,23658,5633,9768,8257,6129,128,1709,4292
1332512400,12194,4080,7142,972,10661,86,7934,2641
1332512700,17724,7856,8595,1273,12941,6379,1190,5372
1332513000,9951,3598,2399,3954,18394,6354,4774,7266
1332513300,11693,6683,1875,3135,14426,9906,2629,1891
1332513600,18458,9711,3807,4940,16522,6165,1249,9108
1332513900,19310,8800,3001,7509,20197,9818,7174,3205
1332514200,11984,4657,3573,3754,21841,7281,9616,4944
1332514500,9109,8529,436,144,17526,7015,8444,2067
1332514800,21077,8969,2624,9484,20365,3890,9754,6721
1332515100,11834,3073,1546,7215,23846,6978,9510,7358
1332515400,21477,8003,4667,8807,18771,7758,1507,9506
1332515700,15815,3317,7119,5379,15023,6233,3329,5461
1332516000,12910,3060,5143,4707,18052,7221,2453,8378
1332516300,16760,7079,1286,8395,10185,5644,3861,680
1332516600,17999,6197,4375,7427,16122,770,9524,5828
1332516900,16461,7132,4204,5125,11702,4600,1008,6094
1332517200,21836,8802,4646,8388,12401,2336,6524,3541
1332517500,19251,7513,3474,8264,17126,2596,6211,8319
1332517800,24876,9517,7816,7543,19412,4621,5858,8933
1332518100,16730,3653,3737,9340,16526,1449,6033,9044
1332518400,20563,8721,8000,3842,12285,5855,6149,281
1332518700,15402,3436,9774,2192,12996,512,8777,3707
1332519000,20305,5908,8796,5601,16110,6522,3326,6262
1332519300,19236,8273,2004,8959,24474,8801,9899,5774
1332519600,15438,3594,9423,2421,13044,1819,5472,5753
1332519900,10569,9065,490,1014,16573,3180,8955,4438
1332520200,17617,2760,7483,7374,17456,914,7065,9477
1332520500,11949,8397,532,3020,7913,3941,3514,458
1332520800,15629,5158,4378,6093,17933,1630,8741,7562
1332521100,12441,6126,3065,3250,20674,6525,4178,9971
1332521400,14187,7872,4463,1852,13721,4924,8624,173
1332521700,16732,9436,4538,2758,9896,614,8844,438
1332522000,2402,758,749,895,15788,7471,7466,851
1332522300,10354,6351,610,3393,12960,1797,1837,9326
1332522600,15565,8002,741,6822,12659,7443,1931,3285
1332522900,22424,6207,7861,8356,13287,7426,720,5141
1332523200,16123,3029,7046,6048,9598,1535,5239,2824
1332523500,21616,8049,6914,6653,17011,4545,9069,3397
1332523800,18206,9158,150,8898,15472,2384,7783,5305
1332524100,12431,4117,2933,5381,23689,9118,6536,8035
1332524400,24838,7245,8626,8967,12538,6941,3953,1644
1332524700,23676,7125,9473,7078,11436,1000,7345,3091
1332525000,14436,3919,9104,1413,23079,7663,6414,9002
1332525300,21498,8739,9179,3580,17673,9791,6426,1456
1332525600,18864,5146,8386,5332,19008,9536,7049,2423
1332525900,23245,7807,5844,9594,19070,8488,2502,8080
1332526200,20621,9717,4522,6382,7957,6628,426,903
1332526500,24122,8292,9945,5885,21936,8660,7454,5822
1332526800,18146,8553,2035,7558,22261,8820,3892,9549
1332527100,14515,1265,5618,7632,20643,8597,4263,7783
1332527400,14586,6133,6706,1747,13971,4466,5623,3882
1332527700,15674,9867,2937,2870,21319,2674,9955,8690
1332528000,7257,97,4977,2183,20804,8619,7828,4357
1332528300,7186,2698,2281,2207,25136,8727,9211,7198
1332528600,16592,4875,8347,3370,16814,5506,8737,2571
1332528900,24660,5711,9171,9778,17859,6851,5979,5029
1332529200,18825,4160,6314,8351,14725,4228,8567,1930
1332529500,13249,7690,2429,3130,18642,8552,5394,4696
1332529800,8011,3386,1871,2754,8888,962,383,7543
1332530100,20852,5831,8856,6165,14848,5729,5383,3736
1332530400,15474,6639,1436,7399,16471,5491,1781,9199
1332530700,21843,7222,9658,4963,10434,388,5664,4382
1332531000,25178,6764,9148,9266,7497,2522,3770,1205
1332531300,10651,2508,6377,1766,15157,8714,190,6253
1332531600,11640,3279,6922,1439,19395,675,9010,9710
1332531900,17684,1210,8994,7480,9573,3011,3673,2889
1332532200,11891,219,3906,7766,9881,2603,5600,1678
1332532500,15873,5969,7121,2783,16455,6391,9508,556
1332532800,10276,3391,1012,5873,21730,3562,9125,9043
1332533100,23676,7443,9525,6708,11294,9059,787,1448
1332533400,21104,3696,8361,9047,19493,7375,5053,7065
1332533700,16981,7564,6669,2748,15932,1028,9290,5614
1332534000,21741,7895,6558,7288,17234,1440,8710,7084
1332534300,21239,6556,8535,6148,15006,390,5520,9096
1332534600,21627,9293,2997,9337,16029,5321,914,9794
1332534900,27920,9906,9727,8287,3303,165,1907,1231
1332535200,15000,8973,5029,998,19241,9787,9078,376
1332535500,9088,3376,5088,624,9545,4311,2969,2265
1332535800,14318,3242,7339,3737,11487,1514,8352,1621
1332536100,24613,7020,7736,9857,20466,7449,4067,8950
1332536400,22825,9655,4844,8326,22563,7252,5736,9575
1332536700,12807,7736,763,4308,19063,7445,6012,5606
1332537000,1850,1387,461,2,14179,7483,4516,2180
1332537300,12517,3188,8122,1207,18733,6558,6113,6062
1332537600,12684,6833,5062,789,14966,7195,1900,5871
1332537900,8060,52,5114,2894,20677,7748,6639,6290
1332538200,12928,3143,1049,8736,23298,8445,7746,7107
1332538500,17376,8661,6852,1863,21221,7613,6597,7011
1332538800,15905,9448,498,5959,12353,7864,159,4330
1332539100,24163,8210,7104,8849,6428,2769,385,3274
1332539400,20025,8059,2639,9327,14406,5371,5486,3549
1332539700,8436,2632,5062,742,20208,8152,6114,5942
1332540000,13265,3237,9646,382,23089,5110,9560,8419
1332540300,12765,5629,3342,3794,14952,4172,1875,8905
1332540600,18141,2998,6496,8647,12724,8728,2650,1346
1332540900,22138,7121,6616,8401,16912,2971,7625,6316
1332541200,13828,4393,6273,3162,16716,2781,7887,6048
1332541500,14497,5784,2461,6252,15959,468,9932,5559
1332541800,18719,5610,5513,7596,13845,9697,1561,2587
1332542100,12550,7817,4053,680,18952,5134,9573,4245
1332542400,13877,8089,3760,2028,19368,2775,8806,7787
1332542700,3232,1884,790,558,23469,6973,9947,6549
1332543000,16728,3321,4686,8721,14113,7071,2256,4786
1332543300,13262,9842,2187,1233,18095,1028,9252,7815
1332543600,11878,8795,609,2474,12567,7057,579,4931
1332543900,17884,6522,9459,1903,15882,4826,8269,2787
1332544200,13012,4271,7850,891,4313,2284,181,1848
1332544500,15994,4448,4283,7263,17590,2891,8466,6233
1332544800,10789,8509,1031,1249,20100,4296,5980,9824
1332545100,15288,1608,6993,6687,21228,8984,8271,3973
1332545400,19837,7454,6485,5898,11385,5574,5245,566
1332545700,11523,1743,2442,7338,14416,9015,4110,1291
1332546000,9062,4487,144,4431,19303,7078,5401,6824
1332546300,9938,1431,3550,4957,10742,2119,5817,2806
1332546600,15544,6868,2310,6366,17402,652,7468,9282
1332546900,10934,6342,4414,178,18866,3788,6056,9022
1332547200,12423,3245,3617,5561,7466,3850,979,2637
1332547500,10970,2717,765,7488,9675,1282,6655,1738
1332547800,16888,3633,8586,4669,13258,5571,5146,2541
1332548100,20239,4862,7520,7857,14605,477,8374,5754
1332548400,8483,2509,3232,2742,10839,1418,1308,8113
1332548700,5351,76,799,4476,19145,5676,3553,9916
1332549000,11530,38,8631,2861,12959,6925,5234,800
1332549300,15565,3481,5038,7046,24597,6964,8433,9200
1332549600,20844,6619,7605,6620,7202,1498,550,5154
1332549900,13536,2979,2810,7747,10702,6122,4261,319
1332550200,19721,9326,914,9481,14528,2974,6885,4669
1332550500,13056,3231,3832,5993,9036,2446,171,6419
1332550800,13234,3658,5915,3661,24498,6774,9129,8595
1332551100,14300,5426,8470,404,18599,8461,4221,5917
1332551400,9652,4599,4611,442,15901,2097,9369,4435
1332551700,18594,6018,6490,6086,20898,9645,6874,4379
1332552000,2167,1323,190,654,14215,4608,7180,2427
1332552300,6405,1227,185,4993,19730,2852,8762,8116
1332552600,25485,8689,9568,7228,26004,6209,9805,9990
1332552900,14314,1007,8106,5201,8971,1894,1213,5864
1332553200,13914,9419,3384,1111,16653,5709,6283,4661
1332553500,11177,2246,6747,2184,7295,3286,2292,1717
1332553800,14966,3977,5391,5598,21020,2695,9140,9185
1332554100,23913,9206,8481,6226,11129,749,6942,3438
1332554400,13049,3895,6563,2591,7263,107,2524,4632
1332554700,10650,7584,1673,1393,11456,4857,3524,3075
1332555000,9605,267,4826,4512,5721,859,2806,2056
1332555300,12474,4974,1134,6366,15213,4988,3823,6402
1332555600,10860,1666,3136,6058,11961,5831,2898,3232
1332555900,20787,5956,9516,5315,21345,5211,9487,6647
1332556200,14702,1282,8009,5411,12266,6186,5591,489
1332556500,11572,2066,5177,4329,14030,1330,4075,8625
1332556800,13089,668,6926,5495,10902,4643,1844,4415
1332557100,7247,5529,1438,280,7014,5982,165,867
1332557400,7975,1758,1521,4696,21982,5566,8184,8232
1332557700,16598,213,7588,8797,26633,8117,8647,9869
1332558000,17714,6620,7880,3214,19125,1089,8522,9514
1332558300,18219,9393,5246,3580,17528,4046,7912,5570
1332558600,14717,1696,3926,9095,21705,6138,8101,7466
1332558900,17953,3973,9260,4720,15032,5131,8590,1311
1332559200,18366,8708,3135,6523,19129,8221,5565,5343
1332559500,18247,8701,5459,4087,14922,4788,5920,4214
1332559800,13829,193,9185,4451,18703,3098,8672,6933
1332560100,6150,1832,2362,1956,10514,13,9549,952
1332560400,9935,7847,68,2020,10265,5823,777,3665
1332560700,7965,6279,1077,609,10460,3908,1282,5270
1332561000,17383,4109,7819,5455,21302,8757,3731,8814
1332561300,8508,4050,3821,637,8359,1850,2417,4092
1332561600,12739,2046,4687,6006,12822,7121,2793,2908
1332561900,18065,6532,5550,5983,14476,9585,3096,1795
1332562200,20829,3468,8867,8494,17959,4800,6422,6737
1332562500,10172,2710,4819,2643,6805,315,4032,2458
1332562800,11193,5792,2246,3155,18181,6796,1971,9414
1332563100,21526,8575,6950,6001,19064,7838,5564,5662
